UniversityName,Year,TeamID,CMP,ATT,YDS,CMPPercent,YPA,LNG,TD,INT,SACK,SYL,RTG,R_ATT,R_AVG,TOTAL_PLAYS,RUN_PERCENT,PASS_PERCENT
AirForce,2010,AirForce2010,88,168,1551,52.4,9.2,63,12,6,5,-25,146.4,748,5.3,916,0.8166,0.1834
AirForce,2011,AirForce2011,123,204,1821,60.3,8.9,55,16,8,10,-64,153.3,723,5.7,927,0.7799,0.2201
AirForce,2012,AirForce2012,83,151,1334,55,8.8,58,9,8,9,-46,138.2,804,5.1,955,0.8419,0.1581
AirForce,2013,AirForce2013,93,174,1259,53.4,7.2,71,8,4,9,-79,124.8,637,4.9,811,0.7855,0.2145
AirForce,2014,AirForce2014,117,206,1893,56.8,9.2,74,15,4,12,-80,154.1,796,4.5,1002,0.7944,0.2056
AirForce,2015,AirForce2015,87,170,1847,51.2,10.9,75,15,12,3,-9,157.4,816,5.5,986,0.8276,0.1724
AirForce,2016,AirForce2016,68,150,1752,45.3,11.7,75,14,8,17,-104,163.6,827,5,977,0.8465,0.1535
AirForce,2017,AirForce2017,69,142,1321,48.6,9.3,64,10,6,23,-155,141.5,766,4.8,908,0.8436,0.1564
AirForce,2018,AirForce2018,93,168,1576,55.4,9.4,69,10,5,7,-49,147.8,713,4.8,881,0.8093,0.1907
AirForce,2019,AirForce2019,68,126,1602,54,12.7,81,14,6,4,-22,187.9,755,5.1,881,0.857,0.143
AirForce,2020,AirForce2020,34,61,502,55.7,8,49,3,3,2,-19,129.3,312,5,373,0.8365,0.1635
Akron,2010,Akron2010,174,349,1861,49.9,5.3,56,12,14,33,-208,98,393,3.5,742,0.5296,0.4704
Akron,2011,Akron2011,171,376,1960,45.5,5.2,64,12,11,38,-222,93.9,413,3.3,789,0.5234,0.4766
Akron,2012,Akron2012,364,583,3753,62.4,6.4,56,30,18,24,-191,127.3,365,3.8,948,0.385,0.615
Akron,2013,Akron2013,234,419,2633,55.8,6.3,77,18,10,27,-185,118,418,3.5,837,0.4994,0.5006
Akron,2014,Akron2014,284,527,2995,53.9,5.7,57,14,14,24,-152,105.1,363,4.1,890,0.4079,0.5921
Akron,2015,Akron2015,184,370,2508,49.7,6.8,72,18,12,16,-126,116.2,535,4,905,0.5912,0.4088
Akron,2016,Akron2016,217,396,3063,54.8,7.7,91,25,14,26,-152,133.5,380,4.2,776,0.4897,0.5103
Akron,2017,Akron2017,242,447,2949,54.1,6.6,71,24,11,38,-243,122.3,459,3.2,906,0.5066,0.4934
Akron,2018,Akron2018,187,374,2390,50,6.4,56,16,14,34,-217,110.3,390,2.9,764,0.5105,0.4895
Akron,2019,Akron2019,204,398,2344,51.3,5.9,87,12,14,58,-328,103.6,327,1.7,725,0.451,0.549
Akron,2020,Akron2020,83,148,838,56.1,5,42,4,6,26,-162,98.9,212,4,360,0.5889,0.4111
Alabama,2010,Alabama2010,253,362,3395,69.9,9.4,85,24,5,32,-167,167.8,467,5.1,829,0.5633,0.4367
Alabama,2011,Alabama2011,237,357,2797,66.4,7.8,69,16,8,17,-97,142.5,508,5.5,865,0.5873,0.4127
Alabama,2012,Alabama2012,219,328,3052,66.8,9.3,85,31,3,23,-184,174.3,570,5.6,898,0.6347,0.3653
Alabama,2013,Alabama2013,244,365,3230,66.8,8.8,99,30,7,17,-118,164.5,461,5.8,826,0.5581,0.4419
Alabama,2014,Alabama2014,290,451,3890,64.3,8.6,87,32,10,16,-108,155.7,567,5.1,1018,0.557,0.443
Alabama,2015,Alabama2015,301,446,3407,67.5,7.6,81,22,10,26,-191,143.5,642,4.7,1088,0.5901,0.4099
Alabama,2016,Alabama2016,265,417,3154,63.5,7.6,71,26,9,24,-143,143.3,639,5.8,1056,0.6051,0.3949
Alabama,2017,Alabama2017,204,332,2708,61.4,8.2,78,28,3,27,-154,156,612,5.7,944,0.6483,0.3517
Alabama,2018,Alabama2018,301,438,4854,68.7,11.1,94,52,8,16,-123,197.3,571,5.2,1009,0.5659,0.4341
Alabama,2019,Alabama2019,287,406,4449,70.7,11,85,49,6,12,-81,199.6,436,5,842,0.5178,0.4822
Alabama,2020,Alabama2020,324,425,4656,76.2,10,90,42,4,19,-116,191,477,5,902,0.5288,0.4712
AppalachianState,2014,AppalachianState2014,205,340,2637,60.3,7.8,63,21,11,11,-46,139.4,537,5.4,877,0.6123,0.3877
AppalachianState,2015,AppalachianState2015,180,297,2546,60.6,8.6,58,33,9,11,-71,163.2,605,5.8,902,0.6707,0.3293
AppalachianState,2016,AppalachianState2016,203,334,2327,60.8,7,60,16,8,16,-96,130.3,578,5.6,912,0.6338,0.3662
AppalachianState,2017,AppalachianState2017,215,356,2811,60.4,7.9,84,28,6,8,-55,149.3,530,5.5,886,0.5982,0.4018
AppalachianState,2018,AppalachianState2018,196,319,2478,61.4,7.8,90,27,12,18,-104,147.1,540,5.8,859,0.6286,0.3714
AppalachianState,2019,AppalachianState2019,231,370,2824,62.4,7.6,73,30,6,18,-107,150.1,599,5.4,969,0.6182,0.3818
AppalachianState,2020,AppalachianState2020,190,300,2245,63.3,7,62,21,11,21,-131,137.9,545,5,845,0.645,0.355
Arizona,2010,Arizona2010,357,524,4000,68.1,7.6,85,25,12,32,-221,143.4,435,3.9,959,0.4536,0.5464
Arizona,2011,Arizona2011,398,577,4449,69,7.7,54,29,15,23,-184,145.1,331,3.4,908,0.3645,0.6355
Arizona,2012,Arizona2012,326,538,3879,60.6,7.2,63,30,15,18,-96,134,544,5.4,1082,0.5028,0.4972
Arizona,2013,Arizona2013,233,383,2516,60.8,6.6,60,16,7,17,-76,126.1,647,5.3,1030,0.6282,0.3718
Arizona,2014,Arizona2014,320,564,3945,56.7,7,92,29,10,40,-239,128.9,575,4.4,1139,0.5048,0.4952
Arizona,2015,Arizona2015,273,466,3548,58.6,7.6,95,27,10,31,-152,137.4,526,5.5,992,0.5302,0.4698
Arizona,2016,Arizona2016,157,306,2137,51.3,7,75,13,12,28,-192,116.1,509,5.5,815,0.6245,0.3755
Arizona,2017,Arizona2017,183,295,2343,62,7.9,68,19,13,18,-119,141.2,613,6.6,908,0.6751,0.3249
Arizona,2018,Arizona2018,216,389,3063,55.5,7.9,75,29,10,20,-137,141.1,492,4.9,881,0.5585,0.4415
Arizona,2019,Arizona2019,261,422,3193,61.8,7.6,75,23,12,33,-191,137.7,451,4.6,873,0.5166,0.4834
Arizona,2020,Arizona2020,114,189,1065,60.3,5,75,6,7,18,-118,105.4,184,4,373,0.4933,0.5067
ArizonaState,2010,ArizonaState2010,279,464,3437,60.1,7.4,78,23,17,31,-180,131.4,413,4,877,0.4709,0.5291
ArizonaState,2011,ArizonaState2011,333,527,4117,63.2,7.8,60,27,13,28,-157,140.8,423,4,950,0.4453,0.5547
ArizonaState,2012,ArizonaState2012,275,413,3369,66.6,8.2,52,33,12,38,-221,155.7,598,4.5,1011,0.5915,0.4085
ArizonaState,2013,ArizonaState2013,309,494,3723,62.6,7.5,74,28,12,41,-229,139.7,608,4.4,1102,0.5517,0.4483
ArizonaState,2014,ArizonaState2014,281,467,3556,60.2,7.6,77,34,9,39,-235,144.3,508,4.3,975,0.521,0.479
ArizonaState,2015,ArizonaState2015,320,534,3887,59.9,7.3,93,30,9,39,-233,136.2,536,4.3,1070,0.5009,0.4991
ArizonaState,2016,ArizonaState2016,257,425,3111,60.5,7.3,71,16,14,41,-260,127.8,475,3.3,900,0.5278,0.4722
ArizonaState,2017,ArizonaState2017,264,416,3324,63.5,8,70,21,9,41,-240,142.9,565,4,981,0.5759,0.4241
ArizonaState,2018,ArizonaState2018,247,397,3025,62.2,7.6,72,20,7,16,-90,139.3,502,4.8,899,0.5584,0.4416
ArizonaState,2019,ArizonaState2019,233,383,3235,60.8,8.4,86,21,4,33,-182,147.8,459,3.5,842,0.5451,0.4549
ArizonaState,2020,ArizonaState2020,51,87,777,58.6,8,74,5,1,6,-43,142.5,165,6,252,0.6548,0.3452
Arkansas,2010,Arkansas2010,301,465,4338,64.7,9.3,89,36,15,28,-157,162.2,421,4.6,886,0.4752,0.5248
Arkansas,2011,Arkansas2011,299,471,3909,63.5,8.3,68,26,7,28,-186,148.4,412,4.3,883,0.4666,0.5334
Arkansas,2012,Arkansas2012,272,459,3618,59.3,7.9,80,23,16,19,-142,135,367,3.9,826,0.4443,0.5557
Arkansas,2013,Arkansas2013,150,301,1782,49.8,5.9,52,15,11,8,-72,108.7,474,5.3,775,0.6116,0.3884
Arkansas,2014,Arkansas2014,199,359,2444,55.4,6.8,54,21,6,14,-104,128.6,557,5.1,916,0.6081,0.3919
Arkansas,2015,Arkansas2015,246,374,3486,65.8,9.3,71,31,8,14,-92,167.1,512,5,886,0.5779,0.4221
Arkansas,2016,Arkansas2016,247,406,3434,60.8,8.5,73,26,15,35,-264,145.6,517,4.1,923,0.5601,0.4399
Arkansas,2017,Arkansas2017,192,340,2465,56.5,7.3,65,18,9,35,-197,129.5,462,4.4,802,0.5761,0.4239
Arkansas,2018,Arkansas2018,202,370,2307,54.6,6.2,64,17,18,32,-226,112.4,440,3.9,810,0.5432,0.4568
Arkansas,2019,Arkansas2019,202,407,2315,49.6,5.7,62,14,15,19,-128,101.4,376,4.7,783,0.4802,0.5198
Arkansas,2020,Arkansas2020,183,284,2402,64.4,8,82,20,6,34,-186,150.7,394,3,678,0.5811,0.4189
ArkansasState,2010,ArkansasState2010,264,436,3052,60.6,7,65,23,12,23,-168,131.3,420,4.3,856,0.4907,0.5093
ArkansasState,2011,ArkansasState2011,326,500,3817,65.2,7.6,71,21,16,27,-195,136.8,516,3.9,1016,0.5079,0.4921
ArkansasState,2012,ArkansasState2012,279,412,3386,67.7,8.2,74,25,5,15,-110,154.3,540,5,952,0.5672,0.4328
ArkansasState,2013,ArkansasState2013,255,368,2627,69.3,7.1,80,14,7,29,-153,138,579,4.6,947,0.6114,0.3886
ArkansasState,2014,ArkansasState2014,276,448,3381,61.6,7.5,87,25,8,31,-193,139.8,576,4.9,1024,0.5625,0.4375
ArkansasState,2015,ArkansasState2015,207,365,2693,56.7,7.4,75,23,15,25,-217,131.3,608,4.9,973,0.6249,0.3751
ArkansasState,2016,ArkansasState2016,231,402,3148,57.5,7.8,83,21,9,27,-181,136,517,3.5,919,0.5626,0.4374
ArkansasState,2017,ArkansasState2017,317,512,4106,61.9,8,73,38,17,33,-201,147.1,463,4,975,0.4749,0.5251
ArkansasState,2018,ArkansasState2018,303,472,3659,64.2,7.8,78,28,10,24,-152,144.7,508,4.7,980,0.5184,0.4816
ArkansasState,2019,ArkansasState2019,298,469,4057,63.5,8.7,92,37,11,40,-217,157.5,456,3.6,925,0.493,0.507
ArkansasState,2020,ArkansasState2020,275,463,4008,59.4,8,84,39,9,29,-198,150.5,386,3,849,0.4547,0.5453
Army,2010,Army2010,72,138,1015,52.2,7.4,45,7,3,8,-62,126.3,728,4.5,866,0.8406,0.1594
Army,2011,Army2011,37,97,605,38.1,6.2,45,5,4,11,-68,99.3,740,5.6,837,0.8841,0.1159
Army,2012,Army2012,51,115,797,44.3,6.9,53,3,2,11,-53,107.7,806,5.5,921,0.8751,0.1249
Army,2013,Army2013,75,154,931,48.7,6,75,4,4,17,-69,102.9,693,5.4,847,0.8182,0.1818
Army,2014,Army2014,50,105,747,47.6,7.1,54,3,2,16,-88,113,665,5.4,770,0.8636,0.1364
Army,2015,Army2015,49,108,1128,45.4,10.4,71,10,9,15,-107,147,616,4.8,724,0.8508,0.1492
Army,2016,Army2016,54,123,974,43.9,7.9,59,7,11,10,-68,111.3,790,5.6,913,0.8653,0.1347
Army,2017,Army2017,20,65,361,30.8,5.6,42,2,6,1,-5,69.1,785,6,850,0.9235,0.0765
Army,2018,Army2018,52,98,1041,53.1,10.6,63,7,3,3,-23,159.7,824,4.9,922,0.8937,0.1063
Army,2019,Army2019,59,126,1066,46.8,8.5,87,6,7,16,-102,122.5,743,5.2,869,0.855,0.145
Army,2020,Army2020,35,76,537,46.1,7,53,4,6,9,-59,106.4,716,4,792,0.904,0.096
Auburn,2010,Auburn2010,194,296,3002,65.5,10.1,94,31,7,23,-152,180.6,652,6.1,948,0.6878,0.3122
Auburn,2011,Auburn2011,164,292,2022,56.2,6.9,56,17,13,32,-197,124.6,536,4.4,828,0.6473,0.3527
Auburn,2012,Auburn2012,147,257,1879,57.2,7.3,54,8,15,37,-238,117.2,438,4.1,695,0.6302,0.3698
Auburn,2013,Auburn2013,173,285,2422,60.7,8.5,88,20,8,18,-121,149.6,729,6.3,1014,0.7189,0.2811
Auburn,2014,Auburn2014,208,332,2984,62.7,9,68,23,7,15,-92,156.8,607,5.5,939,0.6464,0.3536
Auburn,2015,Auburn2015,179,306,2257,58.5,7.4,77,11,12,19,-141,124.5,587,4.3,893,0.6573,0.3427
Auburn,2016,Auburn2016,178,289,2203,61.6,7.6,56,12,6,19,-137,135.2,645,5.5,934,0.6906,0.3094
Auburn,2017,Auburn2017,255,382,3267,66.8,8.6,75,21,6,36,-224,153.6,542,4.8,924,0.5866,0.4134
Auburn,2018,Auburn2018,233,382,2892,61,7.6,76,21,5,23,-168,140.1,512,4.3,894,0.5727,0.4273
Auburn,2019,Auburn2019,229,397,2697,57.7,6.8,78,20,6,18,-136,128.3,550,4.7,947,0.5808,0.4192
Auburn,2020,Auburn2020,216,362,2423,59.7,6,91,12,7,21,-110,117.1,392,4,754,0.5199,0.4801
BallState,2010,BallState2010,166,309,1843,53.7,6,80,18,16,17,-101,112.7,445,4.1,754,0.5902,0.4098
BallState,2011,BallState2011,293,460,2892,63.7,6.3,94,19,11,11,-58,125.4,399,4.2,859,0.4645,0.5355
BallState,2012,BallState2012,319,492,3302,64.8,6.7,52,28,10,14,-92,135.9,543,4.9,1035,0.5246,0.4754
BallState,2013,BallState2013,322,509,4214,63.3,8.3,75,35,8,16,-119,152.4,451,4.4,960,0.4698,0.5302
BallState,2014,BallState2014,232,409,2590,56.7,6.3,62,19,7,12,-81,121.8,448,4.1,857,0.5228,0.4772
BallState,2015,BallState2015,263,459,2619,57.3,5.7,53,17,9,10,-78,113.5,437,4.2,896,0.4877,0.5123
BallState,2016,BallState2016,263,436,2750,60.3,6.3,62,14,15,18,-114,117,519,5.1,955,0.5435,0.4565
BallState,2017,BallState2017,228,405,2126,56.3,5.2,47,11,14,33,-190,102.4,497,3.8,902,0.551,0.449
BallState,2018,BallState2018,288,476,3035,60.5,6.4,63,17,12,27,-185,120.8,448,4.2,924,0.4848,0.5152
BallState,2019,BallState2019,239,373,2923,64.1,7.8,64,24,7,29,-167,147.4,536,4.9,909,0.5897,0.4103
BallState,2020,BallState2020,164,251,2154,65.3,8,66,17,6,28,-176,150.1,366,3,617,0.5932,0.4068
Baylor,2010,Baylor2010,313,471,3649,66.5,7.7,94,23,8,20,-132,144.2,468,5.4,939,0.4984,0.5016
Baylor,2011,Baylor2011,307,424,4569,72.4,10.8,87,40,6,29,-173,191.2,576,5.3,1000,0.576,0.424
Baylor,2012,Baylor2012,294,475,4427,61.9,9.3,80,34,13,19,-92,158.3,597,5,1072,0.5569,0.4431
Baylor,2013,Baylor2013,277,448,4668,61.8,10.4,93,35,6,22,-113,172.5,626,5.4,1074,0.5829,0.4171
Baylor,2014,Baylor2014,323,519,4757,62.2,9.2,89,38,8,24,-152,160.3,619,4.5,1138,0.5439,0.4561
Baylor,2015,Baylor2015,229,389,3764,58.9,9.7,87,44,13,15,-86,170.8,714,5.9,1103,0.6473,0.3527
Baylor,2016,Baylor2016,269,480,3652,56,7.6,89,33,15,26,-122,136.4,628,5,1108,0.5668,0.4332
Baylor,2017,Baylor2017,269,462,3452,58.2,7.5,79,23,14,38,-266,131.4,414,3.4,876,0.4726,0.5274
Baylor,2018,Baylor2018,296,486,3770,60.9,7.8,75,22,13,39,-241,135.7,502,4.4,988,0.5081,0.4919
Baylor,2019,Baylor2019,277,444,3571,62.4,8,81,24,8,38,-234,144.2,504,4.6,948,0.5316,0.4684
Baylor,2020,Baylor2020,205,331,1979,61.9,5,62,14,8,31,-183,113.1,298,2,629,0.4738,0.5262
BoiseState,2010,BoiseState2010,299,424,4174,70.5,9.8,83,38,6,9,-64,180,485,5.4,909,0.5336,0.4664
BoiseState,2011,BoiseState2011,352,477,4022,73.8,8.4,71,45,10,8,-48,171.6,492,4.5,969,0.5077,0.4923
BoiseState,2012,BoiseState2012,263,394,2901,66.8,7.4,53,20,7,9,-46,141.8,478,4.6,872,0.5482,0.4518
BoiseState,2013,BoiseState2013,329,466,3610,70.6,7.7,85,28,11,26,-136,150.8,563,4.6,1029,0.5471,0.4529
BoiseState,2014,BoiseState2014,310,451,3926,68.7,8.7,78,27,15,28,-197,155,609,4.9,1060,0.5745,0.4255
BoiseState,2015,BoiseState2015,334,526,4032,63.5,7.7,85,24,12,31,-191,138.4,553,4.5,1079,0.5125,0.4875
BoiseState,2016,BoiseState2016,253,406,3878,62.3,9.6,76,28,8,19,-123,161.4,493,4.6,899,0.5484,0.4516
BoiseState,2017,BoiseState2017,281,449,3677,62.6,8.2,87,26,7,29,-161,147.4,532,3.8,981,0.5423,0.4577
BoiseState,2018,BoiseState2018,310,460,3796,67.4,8.3,74,31,8,32,-183,155.5,519,4.2,979,0.5301,0.4699
BoiseState,2019,BoiseState2019,287,464,3664,61.9,7.9,76,31,11,27,-167,145.5,529,4.4,993,0.5327,0.4673
BoiseState,2020,BoiseState2020,139,222,1693,62.6,7,75,12,3,15,-79,136.5,230,3,452,0.5088,0.4912
BostonCollege,2010,BostonCollege2010,180,351,2225,51.3,6.3,67,13,19,31,-197,105.9,464,3.6,815,0.5693,0.4307
BostonCollege,2011,BostonCollege2011,173,324,2014,53.4,6.2,57,12,10,24,-131,111.7,437,3.6,761,0.5742,0.4258
BostonCollege,2012,BostonCollege2012,256,473,3102,54.1,6.6,52,18,13,36,-243,116.3,345,3.1,818,0.4218,0.5782
BostonCollege,2013,BostonCollege2013,164,268,2012,61.2,7.5,74,17,8,23,-150,139.2,523,5.3,791,0.6612,0.3388
BostonCollege,2014,BostonCollege2014,135,243,1681,55.6,6.9,55,13,10,21,-153,123.1,635,5.2,878,0.7232,0.2768
BostonCollege,2015,BostonCollege2015,111,249,1334,44.6,5.4,66,8,9,28,-183,93,502,3.9,751,0.6684,0.3316
BostonCollege,2016,BostonCollege2016,150,296,1869,50.7,6.3,58,14,8,28,-184,113.9,566,3.4,862,0.6566,0.3434
BostonCollege,2017,BostonCollege2017,198,367,2162,54,5.9,76,16,12,15,-94,111.3,618,4.6,985,0.6274,0.3726
BostonCollege,2018,BostonCollege2018,195,337,2583,57.9,7.7,71,25,9,23,-137,141.4,558,4.1,895,0.6235,0.3765
BostonCollege,2019,BostonCollege2019,161,305,2288,52.8,7.5,72,20,6,13,-98,133.5,659,5,964,0.6836,0.3164
BostonCollege,2020,BostonCollege2020,242,390,3126,62.1,8,77,23,8,28,-226,144.6,361,3,751,0.4807,0.5193
BowlingGreen,2010,BowlingGreen2010,266,459,2779,58,6.1,76,12,20,35,-244,108.7,361,2.1,820,0.4402,0.5598
BowlingGreen,2011,BowlingGreen2011,254,428,3139,59.3,7.3,83,28,14,23,-146,136,402,3.7,830,0.4843,0.5157
BowlingGreen,2012,BowlingGreen2012,239,442,2757,54.1,6.2,81,16,13,15,-90,112.5,453,4.4,895,0.5061,0.4939
BowlingGreen,2013,BowlingGreen2013,255,404,3725,63.1,9.2,92,27,7,41,-231,159.2,579,4.7,983,0.589,0.411
BowlingGreen,2014,BowlingGreen2014,317,547,3639,58,6.7,82,17,13,28,-171,119.3,556,4.4,1103,0.5041,0.4959
BowlingGreen,2015,BowlingGreen2015,398,594,5135,67,8.6,94,47,8,36,-224,163,542,4.6,1136,0.4771,0.5229
BowlingGreen,2016,BowlingGreen2016,243,449,2713,54.1,6,72,19,25,25,-196,107.7,503,4.3,952,0.5284,0.4716
BowlingGreen,2017,BowlingGreen2017,226,417,2820,54.2,6.8,75,21,12,29,-207,121.9,430,4.2,847,0.5077,0.4923
BowlingGreen,2018,BowlingGreen2018,250,405,2864,61.7,7.1,76,29,13,29,-222,138.3,417,3.4,822,0.5073,0.4927
BowlingGreen,2019,BowlingGreen2019,189,337,1888,56.1,5.6,66,9,15,14,-122,103.1,502,3.9,839,0.5983,0.4017
BowlingGreen,2020,BowlingGreen2020,54,125,712,43.2,5,53,1,7,10,-65,76.6,189,4,314,0.6019,0.3981
Buffalo,2010,Buffalo2010,185,410,2211,45.1,5.4,81,17,23,27,-203,92.9,440,3.1,850,0.5176,0.4824
Buffalo,2011,Buffalo2011,236,422,2522,55.9,6,90,12,9,23,-151,111.2,436,4.3,858,0.5082,0.4918
Buffalo,2012,Buffalo2012,196,380,2391,51.6,6.3,55,17,10,27,-141,113.9,486,4.4,866,0.5612,0.4388
Buffalo,2013,Buffalo2013,243,427,2955,56.9,6.9,62,25,8,20,-105,130.6,538,4,965,0.5575,0.4425
Buffalo,2014,Buffalo2014,235,367,2855,64,7.8,92,32,12,16,-83,151.6,443,4.4,810,0.5469,0.4531
Buffalo,2015,Buffalo2015,283,455,2994,62.2,6.6,78,16,16,16,-120,122,425,3.9,880,0.483,0.517
Buffalo,2016,Buffalo2016,212,397,2406,53.4,6.1,75,11,11,23,-147,107.9,426,4.3,823,0.5176,0.4824
Buffalo,2017,Buffalo2017,234,400,3490,58.5,8.7,72,24,6,17,-124,148.6,428,4,828,0.5169,0.4831
Buffalo,2018,Buffalo2018,230,419,3155,54.9,7.5,75,28,13,15,-89,134,585,4.5,1004,0.5827,0.4173
Buffalo,2019,Buffalo2019,150,278,1795,54,6.5,61,14,6,8,-59,120.5,659,4.9,937,0.7033,0.2967
Buffalo,2020,Buffalo2020,98,157,1337,62.4,8,82,7,4,1,-9,139.2,302,6,459,0.658,0.342
BYU,2010,BYU2010,243,428,2579,56.8,6,62,17,11,21,-175,115.4,518,4.2,946,0.5476,0.4524
BYU,2011,BYU2011,262,464,3190,56.5,6.9,57,28,15,17,-112,127.7,494,4.2,958,0.5157,0.4843
BYU,2012,BYU2012,296,498,3214,59.4,6.5,64,25,17,30,-210,123.4,505,3.9,1003,0.5035,0.4965
BYU,2013,BYU2013,237,447,2942,53,6.6,60,19,14,38,-234,116.1,664,5.2,1111,0.5977,0.4023
BYU,2014,BYU2014,289,483,3623,59.8,7.5,83,32,12,36,-211,139.7,567,4.2,1050,0.54,0.46
BYU,2015,BYU2015,302,504,3854,59.9,7.6,84,26,12,34,-209,136.4,413,4,917,0.4504,0.5496
BYU,2016,BYU2016,245,412,2573,59.5,6.2,75,15,12,26,-161,118.1,544,4.8,956,0.569,0.431
BYU,2017,BYU2017,228,418,2530,54.5,6.1,50,13,19,26,-176,106.6,404,4.2,822,0.4915,0.5085
BYU,2018,BYU2018,236,373,2753,63.3,7.4,70,18,7,29,-204,137.4,483,4.1,856,0.5643,0.4357
BYU,2019,BYU2019,296,468,3701,63.2,7.9,77,20,11,29,-174,139.1,465,4.4,933,0.4984,0.5016
BYU,2020,BYU2020,273,376,3985,72.6,10,78,34,4,12,-110,184.3,423,5,799,0.5294,0.4706
Cal,2010,Cal2010,185,332,2101,55.7,6.3,62,16,11,23,-170,118.2,428,4.5,760,0.5632,0.4368
Cal,2011,Cal2011,246,440,3206,55.9,7.3,90,17,12,28,-205,124.4,484,4.2,924,0.5238,0.4762
Cal,2012,Cal2012,212,366,2499,57.9,6.8,69,13,13,41,-266,119.9,451,4.9,817,0.552,0.448
Cal,2013,Cal2013,368,622,3977,59.2,6.4,89,22,14,36,-216,120,424,3.5,1046,0.4054,0.5946
Cal,2014,Cal2014,329,535,4152,61.5,7.8,92,37,10,28,-209,145.8,440,4.1,975,0.4513,0.5487
Cal,2015,Cal2015,352,550,4892,64,8.9,80,44,14,27,-204,160,439,4.5,989,0.4439,0.5561
Cal,2016,Cal2016,383,621,4306,61.7,6.9,74,37,12,16,-130,135.7,414,4.5,1035,0.4,0.6
Cal,2017,Cal2017,278,476,3107,58.4,6.5,75,19,12,35,-242,121.4,416,3.6,892,0.4664,0.5336
Cal,2018,Cal2018,254,423,2421,60,5.7,55,16,20,36,-174,111.1,487,4.2,910,0.5352,0.4648
Cal,2019,Cal2019,204,365,2561,55.9,7,60,19,9,47,-277,127.1,476,3.6,841,0.566,0.434
Cal,2020,Cal2020,85,138,771,61.6,5,52,6,3,15,-81,113.6,148,3,286,0.5175,0.4825
CentralMichigan,2010,CentralMichigan2010,288,477,3408,60.4,7.1,70,17,18,33,-210,124.6,383,3.3,860,0.4453,0.5547
CentralMichigan,2011,CentralMichigan2011,258,458,3290,56.3,7.2,79,25,18,17,-109,126.8,333,4.2,791,0.421,0.579
CentralMichigan,2012,CentralMichigan2012,244,413,3170,59.1,7.7,92,23,9,15,-112,137.6,415,4.7,828,0.5012,0.4988
CentralMichigan,2013,CentralMichigan2013,192,346,2500,55.5,7.2,97,15,17,31,-202,120.7,410,3.9,756,0.5423,0.4577
CentralMichigan,2014,CentralMichigan2014,243,382,3157,63.6,8.3,65,27,13,28,-187,149.5,504,4,886,0.5688,0.4312
CentralMichigan,2015,CentralMichigan2015,326,495,3905,65.9,7.9,83,25,11,28,-211,144.3,420,3.1,915,0.459,0.541
CentralMichigan,2016,CentralMichigan2016,280,471,3589,59.4,7.6,85,23,16,38,-252,132.8,407,3.7,878,0.4636,0.5364
